wave,prompt_id,label,trajectory_name,generated_index,region,span_type,token_group,fine_role,tags,confidence,role_notes,analysis_group,span_id,char_start,char_end,rule_ids,review_priority,target_token_text
v1_prior9,164,correct,164_correct_seed3004_attempt000005,12,intro_planning,reasoning_prose,sentence_punctuation,sentence_punctuation,,0.90,,punctuation_control,intro_planning:reasoning_prose,42,43,intro_opening_line;punctuation_sentence,none,:
v1_prior9,164,correct,164_correct_seed3004_attempt000005,13,intro_planning,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,intro_planning:formatting,43,45,intro_opening_line;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,14,problem_setup,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,problem_setup:step_header,45,47,setup_before_work_start;markdown_or_list,none,**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,15,problem_setup,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,problem_setup:step_header,47,48,setup_before_work_start;markdown_or_list,none,1
v1_prior9,164,correct,164_correct_seed3004_attempt000005,16,problem_setup,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,problem_setup:step_header,48,49,setup_before_work_start;markdown_or_list,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,17,problem_setup,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,problem_setup:step_header,49,59,setup_before_work_start;default_reasoning_text,none, Calculate
v1_prior9,164,correct,164_correct_seed3004_attempt000005,18,problem_setup,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,problem_setup:step_header,59,63,setup_before_work_start;default_reasoning_text,none, the
v1_prior9,164,correct,164_correct_seed3004_attempt000005,19,problem_setup,step_header,reasoning_text,entity_word,unit_word_prose,0.82,,reasoning_prose,problem_setup:step_header,63,69,setup_before_work_start;default_reasoning_text;unit_word_outside_math,none, hours
v1_prior9,164,correct,164_correct_seed3004_attempt000005,20,problem_setup,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,problem_setup:step_header,69,75,setup_before_work_start;default_reasoning_text,none, saved
v1_prior9,164,correct,164_correct_seed3004_attempt000005,21,problem_setup,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,problem_setup:step_header,75,78,setup_before_work_start;default_reasoning_text,none, by
v1_prior9,164,correct,164_correct_seed3004_attempt000005,22,problem_setup,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,problem_setup:step_header,78,84,setup_before_work_start;default_reasoning_text,none, doing
v1_prior9,164,correct,164_correct_seed3004_attempt000005,23,problem_setup,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,problem_setup:step_header,84,90,setup_before_work_start;default_reasoning_text,none, taxes
v1_prior9,164,correct,164_correct_seed3004_attempt000005,24,problem_setup,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,problem_setup:step_header,90,98,setup_before_work_start;default_reasoning_text,none, herself
v1_prior9,164,correct,164_correct_seed3004_attempt000005,25,problem_setup,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,problem_setup:step_header,98,101,setup_before_work_start;markdown_or_list,none,:**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,26,problem_setup,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,problem_setup:formatting,101,103,setup_before_work_start;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,27,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,103,104,work_body;markdown_or_list,none,*
v1_prior9,164,correct,164_correct_seed3004_attempt000005,28,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,104,111,work_body;default_reasoning_text,none, Jackie
v1_prior9,164,correct,164_correct_seed3004_attempt000005,29,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,111,117,work_body;default_reasoning_text,none, saves
v1_prior9,164,correct,164_correct_seed3004_attempt000005,30,work_step,formatting,format_marker,whitespace,pure_horizontal_whitespace,1.00,,excluded_whitespace,work_step:formatting,117,118,work_body;horizontal_whitespace,none, 
v1_prior9,164,correct,164_correct_seed3004_attempt000005,31,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,118,119,work_body;numeric,none,3
v1_prior9,164,correct,164_correct_seed3004_attempt000005,32,work_step,math_expression,unit_symbol,unit_symbol,unit_or_currency,0.88,,math_core,work_step:math_expression,119,125,work_body;unit_symbol_math_context,none, hours
v1_prior9,164,correct,164_correct_seed3004_attempt000005,33,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,125,128,work_body;default_reasoning_text,none, of
v1_prior9,164,correct,164_correct_seed3004_attempt000005,34,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,128,138,work_body;default_reasoning_text,none, freelance
v1_prior9,164,correct,164_correct_seed3004_attempt000005,35,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,138,143,work_body;default_reasoning_text,none, work
v1_prior9,164,correct,164_correct_seed3004_attempt000005,36,work_step,reasoning_prose,sentence_punctuation,sentence_period,,0.90,,punctuation_control,work_step:reasoning_prose,143,144,work_body;punctuation_sentence,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,37,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,144,146,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,38,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,146,148,work_body;markdown_or_list,none,**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,39,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,148,149,work_body;markdown_or_list,none,2
v1_prior9,164,correct,164_correct_seed3004_attempt000005,40,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,149,150,work_body;markdown_or_list,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,41,work_step,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:step_header,150,160,work_body;default_reasoning_text,none, Calculate
v1_prior9,164,correct,164_correct_seed3004_attempt000005,42,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,160,164,work_body;default_reasoning_text,none, the
v1_prior9,164,correct,164_correct_seed3004_attempt000005,43,work_step,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:step_header,164,169,work_body;default_reasoning_text,none, lost
v1_prior9,164,correct,164_correct_seed3004_attempt000005,44,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,169,176,work_body;default_reasoning_text,none, income
v1_prior9,164,correct,164_correct_seed3004_attempt000005,45,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,176,181,work_body;default_reasoning_text,none, from
v1_prior9,164,correct,164_correct_seed3004_attempt000005,46,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,181,187,work_body;default_reasoning_text,none, doing
v1_prior9,164,correct,164_correct_seed3004_attempt000005,47,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,187,193,work_body;default_reasoning_text,none, taxes
v1_prior9,164,correct,164_correct_seed3004_attempt000005,48,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,193,201,work_body;default_reasoning_text,none, herself
v1_prior9,164,correct,164_correct_seed3004_attempt000005,49,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,201,204,work_body;markdown_or_list,none,:**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,50,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,204,206,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,51,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,206,207,work_body;markdown_or_list,none,*
v1_prior9,164,correct,164_correct_seed3004_attempt000005,52,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,207,211,work_body;default_reasoning_text,none, She
v1_prior9,164,correct,164_correct_seed3004_attempt000005,53,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,211,217,work_body;default_reasoning_text,none, loses
v1_prior9,164,correct,164_correct_seed3004_attempt000005,54,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,217,219,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,55,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,219,220,work_body;numeric,none,3
v1_prior9,164,correct,164_correct_seed3004_attempt000005,56,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,220,221,work_body;numeric,none,5
v1_prior9,164,correct,164_correct_seed3004_attempt000005,57,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,221,222,work_body;operator,none,/
v1_prior9,164,correct,164_correct_seed3004_attempt000005,58,work_step,math_expression,unit_symbol,unit_symbol,unit_or_currency,0.88,,math_core,work_step:math_expression,222,226,work_body;unit_symbol_math_context,none,hour
v1_prior9,164,correct,164_correct_seed3004_attempt000005,59,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,226,229,work_body;default_reasoning_text,none, in
v1_prior9,164,correct,164_correct_seed3004_attempt000005,60,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,229,236,work_body;default_reasoning_text,none, missed
v1_prior9,164,correct,164_correct_seed3004_attempt000005,61,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,236,243,work_body;default_reasoning_text,none, income
v1_prior9,164,correct,164_correct_seed3004_attempt000005,62,work_step,reasoning_prose,sentence_punctuation,sentence_punctuation,,0.90,,punctuation_control,work_step:reasoning_prose,243,244,work_body;punctuation_sentence,none,","
v1_prior9,164,correct,164_correct_seed3004_attempt000005,63,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,244,247,work_body;default_reasoning_text,none, so
v1_prior9,164,correct,164_correct_seed3004_attempt000005,64,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,247,251,work_body;default_reasoning_text,none, she
v1_prior9,164,correct,164_correct_seed3004_attempt000005,65,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,251,257,work_body;default_reasoning_text,none, loses
v1_prior9,164,correct,164_correct_seed3004_attempt000005,66,work_step,formatting,format_marker,whitespace,pure_horizontal_whitespace,1.00,,excluded_whitespace,work_step:formatting,257,258,work_body;horizontal_whitespace,none, 
v1_prior9,164,correct,164_correct_seed3004_attempt000005,67,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,258,259,work_body;numeric,none,3
v1_prior9,164,correct,164_correct_seed3004_attempt000005,68,work_step,math_expression,unit_symbol,unit_symbol,unit_or_currency,0.88,,math_core,work_step:math_expression,259,265,work_body;unit_symbol_math_context,none, hours
v1_prior9,164,correct,164_correct_seed3004_attempt000005,69,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,265,267,work_body;operator,none, *
v1_prior9,164,correct,164_correct_seed3004_attempt000005,70,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,267,269,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,71,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,269,270,work_body;numeric,none,3
v1_prior9,164,correct,164_correct_seed3004_attempt000005,72,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,270,271,work_body;numeric,none,5
v1_prior9,164,correct,164_correct_seed3004_attempt000005,73,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,271,272,work_body;operator,none,/
v1_prior9,164,correct,164_correct_seed3004_attempt000005,74,work_step,math_expression,unit_symbol,unit_symbol,unit_or_currency,0.88,,math_core,work_step:math_expression,272,276,work_body;unit_symbol_math_context,none,hour
v1_prior9,164,correct,164_correct_seed3004_attempt000005,75,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,276,278,work_body;operator,none, =
v1_prior9,164,correct,164_correct_seed3004_attempt000005,76,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,278,280,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,77,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,280,281,work_body;numeric,none,1
v1_prior9,164,correct,164_correct_seed3004_attempt000005,78,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,281,282,work_body;numeric,none,0
v1_prior9,164,correct,164_correct_seed3004_attempt000005,79,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,282,283,work_body;numeric,none,5
v1_prior9,164,correct,164_correct_seed3004_attempt000005,80,work_step,reasoning_prose,sentence_punctuation,sentence_period,,0.90,,punctuation_control,work_step:reasoning_prose,283,284,work_body;punctuation_sentence,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,81,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,284,286,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,82,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,286,288,work_body;markdown_or_list,none,**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,83,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,288,289,work_body;markdown_or_list,none,3
v1_prior9,164,correct,164_correct_seed3004_attempt000005,84,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,289,290,work_body;markdown_or_list,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,85,work_step,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:step_header,290,300,work_body;default_reasoning_text,none, Calculate
v1_prior9,164,correct,164_correct_seed3004_attempt000005,86,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,300,304,work_body;default_reasoning_text,none, the
v1_prior9,164,correct,164_correct_seed3004_attempt000005,87,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,304,311,work_body;default_reasoning_text,none, income
v1_prior9,164,correct,164_correct_seed3004_attempt000005,88,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,311,318,work_body;default_reasoning_text,none, Jackie
v1_prior9,164,correct,164_correct_seed3004_attempt000005,89,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,318,324,work_body;default_reasoning_text,none, would
v1_prior9,164,correct,164_correct_seed3004_attempt000005,90,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,324,329,work_body;default_reasoning_text,none, have
v1_prior9,164,correct,164_correct_seed3004_attempt000005,91,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,329,332,work_body;default_reasoning_text,none, if
v1_prior9,164,correct,164_correct_seed3004_attempt000005,92,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,332,336,work_body;default_reasoning_text,none, she
v1_prior9,164,correct,164_correct_seed3004_attempt000005,93,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,336,342,work_body;default_reasoning_text,none, hired
v1_prior9,164,correct,164_correct_seed3004_attempt000005,94,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,342,345,work_body;default_reasoning_text,none, an
v1_prior9,164,correct,164_correct_seed3004_attempt000005,95,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,345,356,work_body;default_reasoning_text,none, accountant
v1_prior9,164,correct,164_correct_seed3004_attempt000005,96,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,356,359,work_body;markdown_or_list,none,:**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,97,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,359,361,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,98,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,361,362,work_body;markdown_or_list,none,*
v1_prior9,164,correct,164_correct_seed3004_attempt000005,99,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,362,366,work_body;default_reasoning_text,none, The
v1_prior9,164,correct,164_correct_seed3004_attempt000005,100,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,366,377,work_body;default_reasoning_text,none, accountant
v1_prior9,164,correct,164_correct_seed3004_attempt000005,101,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,377,385,work_body;default_reasoning_text,none, charges
v1_prior9,164,correct,164_correct_seed3004_attempt000005,102,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,385,387,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,103,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,387,388,work_body;numeric,none,9
v1_prior9,164,correct,164_correct_seed3004_attempt000005,104,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,388,389,work_body;numeric,none,0
v1_prior9,164,correct,164_correct_seed3004_attempt000005,105,work_step,reasoning_prose,sentence_punctuation,sentence_period,,0.90,,punctuation_control,work_step:reasoning_prose,389,390,work_body;punctuation_sentence,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,106,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,390,392,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,107,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,392,394,work_body;markdown_or_list,none,**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,108,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,394,395,work_body;markdown_or_list,none,4
v1_prior9,164,correct,164_correct_seed3004_attempt000005,109,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,395,396,work_body;markdown_or_list,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,110,work_step,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:step_header,396,406,work_body;default_reasoning_text,none, Calculate
v1_prior9,164,correct,164_correct_seed3004_attempt000005,111,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,406,410,work_body;default_reasoning_text,none, the
v1_prior9,164,correct,164_correct_seed3004_attempt000005,112,work_step,step_header,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:step_header,410,421,work_body;default_reasoning_text,none, difference
v1_prior9,164,correct,164_correct_seed3004_attempt000005,113,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,421,424,work_body;default_reasoning_text,none, in
v1_prior9,164,correct,164_correct_seed3004_attempt000005,114,work_step,step_header,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:step_header,424,431,work_body;default_reasoning_text,none, income
v1_prior9,164,correct,164_correct_seed3004_attempt000005,115,work_step,step_header,format_marker,markdown_bold,markdown_marker,1.00,,formatting_control,work_step:step_header,431,434,work_body;markdown_or_list,none,:**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,116,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,434,436,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,117,work_step,step_header,format_marker,list_marker,markdown_marker,1.00,,formatting_control,work_step:step_header,436,437,work_body;markdown_or_list,none,*
v1_prior9,164,correct,164_correct_seed3004_attempt000005,118,work_step,formatting,format_marker,whitespace,pure_horizontal_whitespace,1.00,,excluded_whitespace,work_step:formatting,437,439,work_body;horizontal_whitespace,none,  
v1_prior9,164,correct,164_correct_seed3004_attempt000005,119,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,439,442,work_body;default_reasoning_text,none,The
v1_prior9,164,correct,164_correct_seed3004_attempt000005,120,work_step,reasoning_prose,reasoning_text,operation_word,,0.82,,reasoning_prose,work_step:reasoning_prose,442,453,work_body;default_reasoning_text,none, difference
v1_prior9,164,correct,164_correct_seed3004_attempt000005,121,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,453,456,work_body;default_reasoning_text,none, in
v1_prior9,164,correct,164_correct_seed3004_attempt000005,122,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,456,463,work_body;default_reasoning_text,none, income
v1_prior9,164,correct,164_correct_seed3004_attempt000005,123,work_step,reasoning_prose,reasoning_text,entity_word,,0.82,,reasoning_prose,work_step:reasoning_prose,463,466,work_body;default_reasoning_text,none, is
v1_prior9,164,correct,164_correct_seed3004_attempt000005,124,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,466,468,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,125,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,468,469,work_body;numeric,none,1
v1_prior9,164,correct,164_correct_seed3004_attempt000005,126,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,469,470,work_body;numeric,none,0
v1_prior9,164,correct,164_correct_seed3004_attempt000005,127,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,470,471,work_body;numeric,none,5
v1_prior9,164,correct,164_correct_seed3004_attempt000005,128,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,471,473,work_body;operator,none, -
v1_prior9,164,correct,164_correct_seed3004_attempt000005,129,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,473,475,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,130,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,475,476,work_body;numeric,none,9
v1_prior9,164,correct,164_correct_seed3004_attempt000005,131,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,476,477,work_body;numeric,none,0
v1_prior9,164,correct,164_correct_seed3004_attempt000005,132,work_step,math_expression,math_operator,operator_symbol,,1.00,,math_core,work_step:math_expression,477,479,work_body;operator,none, =
v1_prior9,164,correct,164_correct_seed3004_attempt000005,133,work_step,math_expression,unit_symbol,currency_symbol,currency,0.95,,math_core,work_step:math_expression,479,481,work_body;currency_symbol,none, $
v1_prior9,164,correct,164_correct_seed3004_attempt000005,134,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,481,482,work_body;numeric,none,1
v1_prior9,164,correct,164_correct_seed3004_attempt000005,135,work_step,math_expression,math_quantity,derived_number,,0.96,,math_core,work_step:math_expression,482,483,work_body;numeric,none,5
v1_prior9,164,correct,164_correct_seed3004_attempt000005,136,work_step,reasoning_prose,sentence_punctuation,sentence_period,,0.90,,punctuation_control,work_step:reasoning_prose,483,484,work_body;punctuation_sentence,none,.
v1_prior9,164,correct,164_correct_seed3004_attempt000005,137,work_step,formatting,format_marker,structural_newline,structural_newline,1.00,,formatting_control,work_step:formatting,484,486,work_body;newline_format,none,"

"
v1_prior9,164,correct,164_correct_seed3004_attempt000005,138,final_calculation,step_header,format_marker,markdown_bold,markdown_marker;final_calculation_region,1.00,,formatting_control,final_calculation:step_header,486,488,final_calculation_line;markdown_or_list,none,**
v1_prior9,164,correct,164_correct_seed3004_attempt000005,139,final_calculation,step_header,reasoning_text,entity_word,final_calculation_region,0.82,,reasoning_prose,final_calculation:step_header,488,494,final_calculation_line;default_reasoning_text,none,Answer
v1_prior9,164,correct,164_correct_seed3004_attempt000005,140,final_calculation,step_header,format_marker,markdown_bold,markdown_marker;final_calculation_region,1.00,,formatting_control,final_calculation:step_header,494,497,final_calculation_line;markdown_or_list,none,:**
