wave,prompt_id,fixture,label,name,run_id,trajectory_id,gsm8k_index,expected_answer,seed,attempt,generated_token_count,prompt_token_count,shard_count,status_counts_json,all_tokens_ok,trajectory_json,run_root,aggregate_path,per_token_metrics_csv,prefix_audit_json,source_pair_manifest
v1_prior9,709,709_base,correct,709_correct_seed3013_attempt000014,real-prompt-trace-v1-709_correct_seed3013_attempt000014,709_base_temp08_screen_seed3000_attempt000014,709,3000,3013,14,286,80,44,"{""ok"":286}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/709_base/attempt_000014.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_correct_seed3013_attempt000014/run/real-prompt-trace-v1-709_correct_seed3013_attempt000014,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_correct_seed3013_attempt000014/run/real-prompt-trace-v1-709_correct_seed3013_attempt000014/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_correct_seed3013_attempt000014/run/real-prompt-trace-v1-709_correct_seed3013_attempt000014/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/709_correct_seed3013_attempt000014/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,709,709_base,wrong,709_wrong_seed3012_attempt000013,real-prompt-trace-v1-709_wrong_seed3012_attempt000013,709_base_temp08_screen_seed3000_attempt000013,709,3000,3012,13,268,80,39,"{""ok"":268}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/709_base/attempt_000013.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_wrong_seed3012_attempt000013/run/real-prompt-trace-v1-709_wrong_seed3012_attempt000013,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_wrong_seed3012_attempt000013/run/real-prompt-trace-v1-709_wrong_seed3012_attempt000013/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/709_wrong_seed3012_attempt000013/run/real-prompt-trace-v1-709_wrong_seed3012_attempt000013/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/709_wrong_seed3012_attempt000013/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,821,821_base,correct,821_correct_seed3010_attempt000011,real-prompt-trace-v1-821_correct_seed3010_attempt000011,821_base_temp08_screen_seed3000_attempt000011,821,35,3010,11,128,107,15,"{""ok"":128}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/821_base/attempt_000011.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_correct_seed3010_attempt000011/run/real-prompt-trace-v1-821_correct_seed3010_attempt000011,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_correct_seed3010_attempt000011/run/real-prompt-trace-v1-821_correct_seed3010_attempt000011/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_correct_seed3010_attempt000011/run/real-prompt-trace-v1-821_correct_seed3010_attempt000011/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/821_correct_seed3010_attempt000011/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,821,821_base,wrong,821_wrong_seed3001_attempt000002,real-prompt-trace-v1-821_wrong_seed3001_attempt000002,821_base_temp08_screen_seed3000_attempt000002,821,35,3001,2,127,107,15,"{""ok"":127}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/821_base/attempt_000002.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-821_wrong_seed3001_attempt000002,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-821_wrong_seed3001_attempt000002/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/821_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-821_wrong_seed3001_attempt000002/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/821_wrong_seed3001_attempt000002/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,830,830_base,correct,830_correct_seed3002_attempt000003,real-prompt-trace-v1-830_correct_seed3002_attempt000003,830_base_temp08_screen_seed3000_attempt000003,830,1128,3002,3,312,93,53,"{""ok"":312}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/830_base/attempt_000003.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_correct_seed3002_attempt000003/run/real-prompt-trace-v1-830_correct_seed3002_attempt000003,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_correct_seed3002_attempt000003/run/real-prompt-trace-v1-830_correct_seed3002_attempt000003/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_correct_seed3002_attempt000003/run/real-prompt-trace-v1-830_correct_seed3002_attempt000003/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/830_correct_seed3002_attempt000003/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,830,830_base,wrong,830_wrong_seed3001_attempt000002,real-prompt-trace-v1-830_wrong_seed3001_attempt000002,830_base_temp08_screen_seed3000_attempt000002,830,1128,3001,2,325,93,58,"{""ok"":325}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/830_base/attempt_000002.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-830_wrong_seed3001_attempt000002,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-830_wrong_seed3001_attempt000002/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/830_wrong_seed3001_attempt000002/run/real-prompt-trace-v1-830_wrong_seed3001_attempt000002/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/830_wrong_seed3001_attempt000002/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,1031,1031_base,correct,1031_correct_seed3011_attempt000012,real-prompt-trace-v1-1031_correct_seed3011_attempt000012,1031_base_temp08_screen_seed3000_attempt000012,1031,5,3011,12,119,95,13,"{""ok"":119}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/1031_base/attempt_000012.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_correct_seed3011_attempt000012/run/real-prompt-trace-v1-1031_correct_seed3011_attempt000012,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_correct_seed3011_attempt000012/run/real-prompt-trace-v1-1031_correct_seed3011_attempt000012/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_correct_seed3011_attempt000012/run/real-prompt-trace-v1-1031_correct_seed3011_attempt000012/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/1031_correct_seed3011_attempt000012/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v1_prior9,1031,1031_base,wrong,1031_wrong_seed3004_attempt000005,real-prompt-trace-v1-1031_wrong_seed3004_attempt000005,1031_base_temp08_screen_seed3000_attempt000005,1031,5,3004,5,126,95,14,"{""ok"":126}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/samples_temp08_seed3000_attempts16/1031_base/attempt_000005.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_wrong_seed3004_attempt000005/run/real-prompt-trace-v1-1031_wrong_seed3004_attempt000005,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_wrong_seed3004_attempt000005/run/real-prompt-trace-v1-1031_wrong_seed3004_attempt000005/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/1031_wrong_seed3004_attempt000005/run/real-prompt-trace-v1-1031_wrong_seed3004_attempt000005/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/metric_analysis_20260617_real_prompt_9pairs/prefix_audits/1031_wrong_seed3004_attempt000005/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/analysis_pair_manifest_20260617_9pairs.json
v2_combined10,159,159_base,correct,159_correct_seed3008_attempt000009,real-prompt-trace-v2-159_correct_seed3008_attempt000009,159_base_attempt000009,159,15,3008,9,116,84,11,"{""ok"":116}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/159_base/attempt_000009.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_correct_seed3008_attempt000009/run/real-prompt-trace-v2-159_correct_seed3008_attempt000009,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_correct_seed3008_attempt000009/run/real-prompt-trace-v2-159_correct_seed3008_attempt000009/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_correct_seed3008_attempt000009/run/real-prompt-trace-v2-159_correct_seed3008_attempt000009/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/159_correct_seed3008_attempt000009/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,159,159_base,wrong,159_wrong_seed3004_attempt000005,real-prompt-trace-v2-159_wrong_seed3004_attempt000005,159_base_attempt000005,159,15,3004,5,117,84,11,"{""ok"":117}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/159_base/attempt_000005.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-159_wrong_seed3004_attempt000005,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-159_wrong_seed3004_attempt000005/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/159_wrong_seed3004_attempt000005/run/real-prompt-trace-v2-159_wrong_seed3004_attempt000005/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/159_wrong_seed3004_attempt000005/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,246,246_base,correct,246_correct_seed3008_attempt000009,real-prompt-trace-v2-246_correct_seed3008_attempt000009,246_base_attempt000009,246,27000,3008,9,308,116,58,"{""ok"":308}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/246_base/attempt_000009.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_correct_seed3008_attempt000009/run/real-prompt-trace-v2-246_correct_seed3008_attempt000009,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_correct_seed3008_attempt000009/run/real-prompt-trace-v2-246_correct_seed3008_attempt000009/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_correct_seed3008_attempt000009/run/real-prompt-trace-v2-246_correct_seed3008_attempt000009/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/246_correct_seed3008_attempt000009/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,246,246_base,wrong,246_wrong_seed3015_attempt000016,real-prompt-trace-v2-246_wrong_seed3015_attempt000016,246_base_attempt000016,246,27000,3015,16,307,116,57,"{""ok"":307}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/246_base/attempt_000016.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-246_wrong_seed3015_attempt000016,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-246_wrong_seed3015_attempt000016/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/246_wrong_seed3015_attempt000016/run/real-prompt-trace-v2-246_wrong_seed3015_attempt000016/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/246_wrong_seed3015_attempt000016/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,327,327_base,correct,327_correct_seed3011_attempt000012,real-prompt-trace-v2-327_correct_seed3011_attempt000012,327_base_attempt000012,327,31,3011,12,241,104,37,"{""ok"":241}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/327_base/attempt_000012.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_correct_seed3011_attempt000012/run/real-prompt-trace-v2-327_correct_seed3011_attempt000012,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_correct_seed3011_attempt000012/run/real-prompt-trace-v2-327_correct_seed3011_attempt000012/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_correct_seed3011_attempt000012/run/real-prompt-trace-v2-327_correct_seed3011_attempt000012/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/327_correct_seed3011_attempt000012/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,327,327_base,wrong,327_wrong_seed3003_attempt000004,real-prompt-trace-v2-327_wrong_seed3003_attempt000004,327_base_attempt000004,327,31,3003,4,241,104,37,"{""ok"":241}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/327_base/attempt_000004.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_wrong_seed3003_attempt000004/run/real-prompt-trace-v2-327_wrong_seed3003_attempt000004,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_wrong_seed3003_attempt000004/run/real-prompt-trace-v2-327_wrong_seed3003_attempt000004/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/327_wrong_seed3003_attempt000004/run/real-prompt-trace-v2-327_wrong_seed3003_attempt000004/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/327_wrong_seed3003_attempt000004/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,401,401_base,correct,401_correct_seed3013_attempt000014,real-prompt-trace-v2-401_correct_seed3013_attempt000014,401_base_attempt000014,401,14400,3013,14,180,68,19,"{""ok"":180}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/401_base/attempt_000014.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_correct_seed3013_attempt000014/run/real-prompt-trace-v2-401_correct_seed3013_attempt000014,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_correct_seed3013_attempt000014/run/real-prompt-trace-v2-401_correct_seed3013_attempt000014/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_correct_seed3013_attempt000014/run/real-prompt-trace-v2-401_correct_seed3013_attempt000014/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/401_correct_seed3013_attempt000014/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,401,401_base,wrong,401_wrong_seed3014_attempt000015,real-prompt-trace-v2-401_wrong_seed3014_attempt000015,401_base_attempt000015,401,14400,3014,15,180,68,19,"{""ok"":180}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/401_base/attempt_000015.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_wrong_seed3014_attempt000015/run/real-prompt-trace-v2-401_wrong_seed3014_attempt000015,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_wrong_seed3014_attempt000015/run/real-prompt-trace-v2-401_wrong_seed3014_attempt000015/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/401_wrong_seed3014_attempt000015/run/real-prompt-trace-v2-401_wrong_seed3014_attempt000015/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/401_wrong_seed3014_attempt000015/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
v2_combined10,636,636_base,correct,636_correct_seed3005_attempt000006,real-prompt-trace-v2-636_correct_seed3005_attempt000006,636_base_attempt000006,636,1050,3005,6,180,73,20,"{""ok"":180}",True,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/samples_temp08_seed3000_attempts16/636_base/attempt_000006.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_correct_seed3005_attempt000006/run/real-prompt-trace-v2-636_correct_seed3005_attempt000006,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_correct_seed3005_attempt000006/run/real-prompt-trace-v2-636_correct_seed3005_attempt000006/aggregate.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/636_correct_seed3005_attempt000006/run/real-prompt-trace-v2-636_correct_seed3005_attempt000006/per_token_metrics.csv,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/prefix_audits/636_correct_seed3005_attempt000006/prefix_view_audit.json,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v2/trace_launch_prep_fullseq_wreuse_w1600_combined10/analysis_prefix_role_matched_20260625/analysis_pair_manifest_combined10_20260625.json
