wave,prompt_id,fixture,label,trajectory_name,trajectory_id,generated_index,generated_fraction_start,position_band_pct20,target_position,prefix_token_count,target_token_id,target_token_text,status,estimated_cost,graph_path,trace_id,shard_id
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,10,0.06172839506172839,pct_00_20,107,107,236772,-,ok,107,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_004/token_000010/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000010,4
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,11,0.06790123456790123,pct_00_20,108,108,9340,step,ok,108,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_004/token_000011/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000011,4
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,12,0.07407407407407407,pct_00_20,109,109,236787,:,ok,109,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_004/token_000012/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000012,4
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,13,0.08024691358024691,pct_00_20,110,110,108,"

",ok,110,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_004/token_000013/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000013,4
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,14,0.08641975308641975,pct_00_20,111,111,1018,**,ok,111,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_004/token_000014/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000014,4
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,15,0.09259259259259259,pct_00_20,112,112,236770,1,ok,112,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000015/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000015,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,16,0.09876543209876543,pct_00_20,113,113,236761,.,ok,113,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000016/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000016,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,17,0.10493827160493827,pct_00_20,114,114,22241, Calculate,ok,114,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000017/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000017,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,18,0.1111111111111111,pct_00_20,115,115,506, the,ok,115,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000018/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000018,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,19,0.11728395061728394,pct_00_20,116,116,3885, hours,ok,116,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000019/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000019,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,20,0.12345679012345678,pct_00_20,117,117,10683, saved,ok,117,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000020/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000020,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,21,0.12962962962962962,pct_00_20,118,118,684, by,ok,118,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000021/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000021,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,22,0.13580246913580246,pct_00_20,119,119,3490, doing,ok,119,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000022/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000022,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,23,0.1419753086419753,pct_00_20,120,120,14171, taxes,ok,120,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000023/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000023,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,24,0.14814814814814814,pct_00_20,121,121,13442, herself,ok,121,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000024/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000024,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,25,0.15432098765432098,pct_00_20,122,122,53121,:**,ok,122,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000025/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000025,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,26,0.16049382716049382,pct_00_20,123,123,108,"

",ok,123,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000026/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000026,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,27,0.16666666666666666,pct_00_20,124,124,236829,*,ok,124,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_006/token_000027/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000027,6
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,28,0.1728395061728395,pct_00_20,125,125,67452, Jackie,ok,125,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000028/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000028,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,29,0.17901234567901234,pct_00_20,126,126,32635, saves,ok,126,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000029/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000029,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,30,0.18518518518518517,pct_00_20,127,127,236743, ,ok,127,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000030/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000030,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,31,0.19135802469135801,pct_00_20,128,128,236800,3,ok,128,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000031/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000031,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,32,0.19753086419753085,pct_00_20,129,129,3885, hours,ok,129,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000032/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000032,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,33,0.2037037037037037,pct_20_40,130,130,529, of,ok,130,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000033/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000033,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,34,0.20987654320987653,pct_20_40,131,131,61989, freelance,ok,131,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000034/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000034,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,35,0.21604938271604937,pct_20_40,132,132,981, work,ok,132,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000035/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000035,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,36,0.2222222222222222,pct_20_40,133,133,236761,.,ok,133,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000036/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000036,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,37,0.22839506172839505,pct_20_40,134,134,108,"

",ok,134,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000037/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000037,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,38,0.2345679012345679,pct_20_40,135,135,1018,**,ok,135,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000038/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000038,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,39,0.24074074074074073,pct_20_40,136,136,236778,2,ok,136,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_001/token_000039/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000039,1
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,40,0.24691358024691357,pct_20_40,137,137,236761,.,ok,137,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000040/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000040,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,41,0.25308641975308643,pct_20_40,138,138,22241, Calculate,ok,138,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000041/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000041,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,42,0.25925925925925924,pct_20_40,139,139,506, the,ok,139,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000042/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000042,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,43,0.2654320987654321,pct_20_40,140,140,5745, lost,ok,140,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000043/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000043,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,44,0.2716049382716049,pct_20_40,141,141,7094, income,ok,141,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000044/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000044,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,45,0.2777777777777778,pct_20_40,142,142,699, from,ok,142,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000045/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000045,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,46,0.2839506172839506,pct_20_40,143,143,3490, doing,ok,143,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000046/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000046,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,47,0.29012345679012347,pct_20_40,144,144,14171, taxes,ok,144,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000047/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000047,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,48,0.2962962962962963,pct_20_40,145,145,13442, herself,ok,145,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000048/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000048,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,49,0.30246913580246915,pct_20_40,146,146,53121,:**,ok,146,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000049/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000049,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,50,0.30864197530864196,pct_20_40,147,147,108,"

",ok,147,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_003/token_000050/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000050,3
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,51,0.3148148148148148,pct_20_40,148,148,236829,*,ok,148,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_008/token_000051/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000051,8
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,52,0.32098765432098764,pct_20_40,149,149,2625, She,ok,149,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_008/token_000052/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000052,8
v1_prior9,164,164_base,correct,164_correct_seed3004_attempt000005,164_base_temp08_screen_seed3000_attempt000005,53,0.3271604938271605,pct_20_40,150,150,39559, loses,ok,150,/fs/scratch/PAS2836/kopanev.1/exact_trace_bench/cardinal/fast/real-prompt-screen-v1/trace_launch_prep_fullseq_wreuse_w1600/164_correct_seed3004_attempt000005/run/real-prompt-trace-v1-164_correct_seed3004_attempt000005/shards/shard_008/token_000053/graph.npz,164_base_temp08_screen_seed3000_attempt000005_tok000053,8
